Açao Orçamentária;Categoria de Programação;Unidade Administrativa;Despesa Agregada;Plano Interno;GND;Elemento;Subelemento;Item de Despesa;Proposta UA-1;Proposta Final;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.20 - MATERIAL DE CAMA, MESA E BANHO;MATERIAL DE CAMA, MESA E BANHO;1.000,00;1.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.21 - MATERIAL DE COPA E COZINHA;MATERIAL DE COPA E COZINHA DIVERSOS;26.000,00;10.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.23 - UNIFORMES, TECIDOS E AVIAMENTOS;UNIFORMES, TECIDOS E AVIAMENTOS;12.000,00;3.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.28 - MATERIAL DE PROTEÇÃO E SEGURANÇA;MATERIAL DE PROTEÇÃO E SEGURANÇA EM GERAL;3.000,00;1.500,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.29 - MATERIAL PARA ÁUDIO, VÍDEO E FOTO;MATERIAL PARA ÁUDIO, VÍDEO E FOTO;1.500,00;1.500,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.30 - MATERIAL PARA COMUNICAÇÕES;MATERIAL PARA COMUNICAÇÕES;2.000,00;1.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.42 - FERRAMENTAS;FERRAMENTAS EM GERAL;3.000,00;1.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.46 - MATERIAL BIBLIOGRÁFICO NÃO IMOBILIZÁVEL;MATERIAIS BIBLIOGRÁFICOS DIVERSOS;22.000,00;2.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.50 - BANDEIRAS, FLÂMULAS E INSÍGNIAS;BANDEIRAS, FLÂMULAS E INSÍGNIAS;5.000,00;3.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;AOSA MATLIM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.22 - MATERIAL DE LIMPEZA E PROD. DE HIGIENIZAÇÃO;MATERIAL DE LIMPEZA E PRODUTOS DE HIGIENIZAÇÃO;130.000,00;70.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;AOSA MATIMO;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.24 - MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;30.000,00;15.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL PARA MANUTENÇÃO DE BENS IMÓVEIS;AOSA MATIMO;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.26 - MATERIAL ELÉTRICO E ELETRÔNICO;CABO FLEXÍVEL;60.000,00;40.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;AOSA MATMOV;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.25 - MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;MATERIAL PARA MANUTENÇÃO DE BENS MÓVEIS;10.000,00;10.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SEMAC - SEÇAO DE MATERIAIS DE CONSUMO;MATERIAL DE PROCESSAMENTO DE DADOS;AOSI MATDAD;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.17 - MATERIAL DE PROCESSAMENTO DE DADOS;MATERIAL DE PROCESSAMENTO DE DADOS EM GERAL;140.000,00;100.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;APOIO ADMINISTRATIVO, TÉCNICO E OPERACIONAL;AOSA APOIO;33 - OUTRAS DESPESAS CORRENTES;33.90.35 - SERVIÇOS DE CONSULTORIA;3390.35.01 - ASSESSORIA E CONSULTORIA TÉCNICA OU JURÍDICA;ASSESSORIA E CONSULTORIA TÉCNICA OU JURÍDICA;35.802,91;0,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;DIÁRIAS;AOSA DIARIA;33 - OUTRAS DESPESAS CORRENTES;33.90.14 - DIÁRIAS - CIVIL;3390.14.14 - DIARIAS NO PAIS;DIÁRIAS;43.000,00;43.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;DIÁRIAS PARA MEMBROS;AOSA DIAMEM;33 - OUTRAS DESPESAS CORRENTES;33.90.14 - DIÁRIAS - CIVIL;3390.14.14 - DIARIAS NO PAIS;DIÁRIAS;25.000,00;25.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;ESTAGIÁRIOS;AOSA ESTAGI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.25 - TAXA DE ADMINISTRAÇÃO;SERVIÇOS DE AGENTE DE INTEGRAÇÃO DE ESTÁGIO;25.920,96;25.920,96;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;ESTAGIÁRIOS;AOSA ESTAGI;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.65 - SERVIÇOS DE APOIO AO ENSINO;ESTAGIÁRIOS;623.088,00;623.088,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;ESTAGIÁRIOS;AOSA ESTAGI;33 - OUTRAS DESPESAS CORRENTES;33.90.49;3390.49.03;AUXÍLIO-TRANSPORTE ESTAGIÁRIOS;0,00;0,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;MATERIAL DE CONSUMO;AOSA CONSUM;33 - OUTRAS DESPESAS CORRENTES;33.90.30 - MATERIAL DE CONSUMO;3390.30.23 - UNIFORMES, TECIDOS E AVIAMENTOS;UNIFORMES, TECIDOS E AVIAMENTOS;2.400,00;2.400,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;PASSAGENS E LOCOMOÇÃO PARA SERVIDORES;AOSA PASSAG;33 - OUTRAS DESPESAS CORRENTES;33.90.33 - PASSAGENS E DESPESAS COM LOCOMOÇÃO;3390.33.01 - PASSAGENS PARA O PAÍS;PASSAGENS PARA O PAIS;17.000,00;17.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;PASSAGENS PARA MEMBROS;AOSA PASMEM;33 - OUTRAS DESPESAS CORRENTES;33.90.33 - PASSAGENS E DESPESAS COM LOCOMOÇÃO;3390.33.01 - PASSAGENS PARA O PAÍS;PASSAGENS;10.000,00;10.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SGP - SECRETARIA DE GESTAO DE PESSOAS;OUTROS MATERIAIS PERMANENTES E EQUIPAMENTOS;AREA PERMAN;44 - INVESTIMENTOS;44.90.52 - EQUIPAMENTOS E MATERIAL PERMANENTE;4490.52.35 - EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;MÁQUINA PARA PRODUÇÃO DE CRACHAS;10.074,30;10.074,30;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;SJU - SECRETARIA JUDICIARIA;AQUISIÇÃO DE SOFTWARE;AREA AQISOF;44 - INVESTIMENTOS;44.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;4490.39.93 - AQUISIÇÃO DE SOFTWARE;LICENÇA DE SOFTWARE;36.905,00;36.905,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;DESPESAS DE TELEPROCESSAMENTO;AOSI TELEPR;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.97 - COMUNICAÇÃO DE DADOS;BACKBONE SEDUNDÁRIO;1.453.200,00;950.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;DESPESAS DE TELEPROCESSAMENTO;AOSI TELEPR;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.97 - COMUNICAÇÃO DE DADOS;SERVIÇOS DE CONEXÃO À INTERNET;158.400,00;0,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;MANUTENÇÃO E CONSERVAÇÃO DE EQUIP.PROCESSAMENTO DE DADOS;AOSI MANDAD;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.95 - MANUT.CONSERV.EQUIP.DE PROCESSAMENTO DADOS;MANUT.CONSERV.EQUIP.DE PROCESSAMENTO DADOS;1.080.000,00;511.300,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;SERVIÇOS DE PROCESSAMENTO DE DADOS;AOSI SERDAD;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.57 - SERVIÇOS TÉCNICOS PROFISSIONAIS DE TECNOLOGIA DA INFORMAÇÃO;SUSTENTAÇÃO DE SISTEMAS DE INFORMAÇÃO;778.041,48;605.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;SERVIÇOS DE PROCESSAMENTO DE DADOS;AOSI SERDAD;44 - INVESTIMENTOS;44.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;4490.39.93 - AQUISIÇÃO DE SOFTWARE;CERTIFICADOS DIGITAIS;7.600,00;7.600,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;AQUISIÇÃO DE SOFTWARE;AREA AQISOF;44 - INVESTIMENTOS;44.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;4490.39.93 - AQUISIÇÃO DE SOFTWARE;AQUISIÇÃO DE SOFTWARE;480.000,00;0,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;AQUISIÇÃO DE SOFTWARE;AREA AQISOF;44 - INVESTIMENTOS;44.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;4490.39.93 - AQUISIÇÃO DE SOFTWARE;LICENÇA DE SOFTWARE;2.074.000,00;611.502,45;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;EQUIPAMENTOS DE INFORMÁTICA;AREA INFORM;44 - INVESTIMENTOS;44.90.52 - EQUIPAMENTOS E MATERIAL PERMANENTE;4490.52.35 - EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;ESTAÇÃO AVANÇADA;100.000,00;70.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;EQUIPAMENTOS DE INFORMÁTICA;AREA INFORM;44 - INVESTIMENTOS;44.90.52 - EQUIPAMENTOS E MATERIAL PERMANENTE;4490.52.35 - EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;MICROCOMPUTADOR;1.380.000,00;500.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;EQUIPAMENTOS DE INFORMÁTICA;AREA INFORM;44 - INVESTIMENTOS;44.90.52 - EQUIPAMENTOS E MATERIAL PERMANENTE;4490.52.35 - EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;NOBREAK;180.000,00;0,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;EQUIPAMENTOS DE INFORMÁTICA;AREA INFORM;44 - INVESTIMENTOS;44.90.52 - EQUIPAMENTOS E MATERIAL PERMANENTE;4490.52.35 - EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;NOTEBOOK;330.000,00;150.000,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;EQUIPAMENTOS DE INFORMÁTICA;AREA INFORM;44 - INVESTIMENTOS;44.90.52 - EQUIPAMENTOS E MATERIAL PERMANENTE;4490.52.35 - EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;SOLUÇÃO DE MONITORAMENTO DE WLAN;300.000,00;0,00;;
02.122.0570.20GP.0053 - JULGAMENTO DE CAUSAS E GESTÃO ADMINISTRATIVA NA JUSTIÇA ELEITORAL - NO DISTRITO FEDERAL;MANUTENÇÃO GERAL;STI - SECRETARIA DE TECNOLOGIA DA INFORMAÇAO;EQUIPAMENTOS DE INFORMÁTICA;AREA INFORM;44 - INVESTIMENTOS;44.90.52 - EQUIPAMENTOS E MATERIAL PERMANENTE;4490.52.35 - EQUIPAMENTOS DE PROCESSAMENTO DE DADOS;TABLET;160.000,00;0,00;;
02.122.0570.20GP.PO02 - CAPACITAÇÃO DE RECURSOS HUMANOS - TRE/DF;AÇÃO ESTRATÉGICA;SGP - SECRETARIA DE GESTAO DE PESSOAS;CAPACITAÇÃO DE RECURSOS HUMANOS - PLANO ANUAL DE CAPACITAÇÃO;EDF TREINA;33 - OUTRAS DESPESAS CORRENTES;33.90.14 - DIÁRIAS - CIVIL;3390.14.14 - DIARIAS NO PAIS;DIÁRIAS;40.000,00;20.000,00;;
02.122.0570.20GP.PO02 - CAPACITAÇÃO DE RECURSOS HUMANOS - TRE/DF;AÇÃO ESTRATÉGICA;SGP - SECRETARIA DE GESTAO DE PESSOAS;CAPACITAÇÃO DE RECURSOS HUMANOS - PLANO ANUAL DE CAPACITAÇÃO;EDF TREINA;33 - OUTRAS DESPESAS CORRENTES;33.90.33 - PASSAGENS E DESPESAS COM LOCOMOÇÃO;3390.33.01 - PASSAGENS PARA O PAÍS;PASSAGENS PARA O PAIS;20.000,00;10.000,00;;
02.122.0570.20GP.PO02 - CAPACITAÇÃO DE RECURSOS HUMANOS - TRE/DF;AÇÃO ESTRATÉGICA;SGP - SECRETARIA DE GESTAO DE PESSOAS;CAPACITAÇÃO DE RECURSOS HUMANOS - PLANO ANUAL DE CAPACITAÇÃO;EDF TREINA;33 - OUTRAS DESPESAS CORRENTES;33.90.39 - OUTROS SERVIÇOS DE TERCEIROS - PESSOA JURÍDICA;3390.39.48 - SERVIÇO DE SELEÇÃO E TREINAMENTO;CAPACITAÇÃO DE SERVIDORES;340.000,00;195.144,00;;
TOTAL;;;;;;;;;27.015.448,62;18.357.872,00;;
