Unidade Orçamentária;;UG Executora;;PT;Ação Governo;;Plano Orçamentário;;PTRES;PI;;Fonte SOF;Fonte Recursos;Esfera Orçamentária;;Categoria Econômica Despesa;;Grupo Despesa;;Elemento Despesa;;Natureza Despesa;;Natureza Despesa Detalhada;;Tipo NE CCor;;Modalidade Licitação NE CCor;;Inciso NE CCor;Dia Emissão NE CCor;Mês Emissão NE CCor;Ano Emissão NE CCor;Nota Empenho CCor;Núm. Processo NE CCor;Doc - Observação;Favorecido NE CCor;;DESPESAS EMPENHADAS (CONTROLE EMPENHO);DESPESAS LIQUIDADAS (CONTROLE EMPENHO);DESPESAS INSCRITAS EM RPNP (CONTROLE EMPENHO);DESPESAS PAGAS (CONTROLE EMPENHO);RESTOS A PAGAR PROCESSADOS REINSCRITOS;RESTOS A PAGAR PROCESSADOS A PAGAR;RESTOS A PAGAR NAO PROCESSADOS INSCRITOS;RESTOS A PAGAR NAO PROCESSADOS REINSCRITOS;RESTOS A PAGAR NAO PROCESSADOS CANCELADOS;RESTOS A PAGAR NAO PROCESSADOS LIQUIDADOS;RESTOS A PAGAR NAO PROCESSADOS PAGOS;RESTOS A PAGAR NAO PROCESSADOS A PAGAR;LIQUIDACOES TOTAIS (EXERCICIO E RPNP);PAGAMENTOS TOTAIS (EXERCICIO E RAP)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 CONSIGNACAO INVESTPREV;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;43,23;;;;;;;;;0,00;43,23
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 CONSIGNACAO PARA FINANC. BRB;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;1.698,33;;;;;;;;;0,00;1.698,33
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 CONSIGNACAO POUPEX;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;1.624,05;;;;;;;;;0,00;1.624,05
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 CONSIGNACAO SANTANDER;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;21.601,76;;;;;;;;;0,00;21.601,76
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 CONSIGNACAO SISEJUFE;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;121,82;;;;;;;;;0,00;121,82
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 CONSIGNACAO. BCO CRUZ. DO SUL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;20.096,10;;;;;;;;;0,00;20.096,10
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 DESC. PARA A ASSEJUS;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;88,55;;;;;;;;;0,00;88,55
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 DESCONTO ANAJUS;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;267,31;;;;;;;;;0,00;267,31
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 DESCONTO PARA ASTRE DF;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;4.208,66;;;;;;;;;0,00;4.208,66
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 DESCONTO PARA O PRO-SAUDE TJDFT;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;1.954,37;;;;;;;;;0,00;1.954,37
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 DESCONTO PARA O SINDJUS DF;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;10.730,48;;;;;;;;;0,00;10.730,48
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 RECOLHIMENTO DE IRRF;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;545.750,70;;;;;;;;;0,00;545.750,70
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 RECOLHIMENTO DE PSSS SERVIDOR;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;285.330,40;;;;;;;;;0,00;285.330,40
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100 RETENCAO DE TXS DE CONSIGNACOES;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;1.483,50;;;;;;;;;0,00;1.483,50
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100. ANULACAO DE DESPESA. DEVOLUCAO DE VENCIMENTOS;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;(3.683,28);;(3.683,27);;;;;;;;;(3.683,28);(3.683,27)
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE ABRIL DE 2017 - PA SEI 0001676-36.2017.6.07.8100. CANCELAMENTO PARA AJUSTE DE VALOR, EM VIRTUDE DO VALOR A DEVOLVER AO TJDFT DE R$ 152,88;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;3.836,16;;3.836,15;;;;;;;;;3.836,16;3.836,15
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE DEZEMBRO DE 2017 - PA SEI 0006149-65.2017.6.07.8100.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;1.140.461,44;;;;;;;;;;;1.140.461,44;
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE DEZEMBRO DE 2017 - PA SEI 0006149-65.2017.6.07.8100.  DEDUCOES. SINDJUS.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;10.628,40;;;;;;;;;0,00;10.628,40
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE DEZEMBRO DE 2017 - PA SEI 0006149-65.2017.6.07.8100. DEDUCOES.  ANAJUS - MENSALIDADE.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;277,50;;;;;;;;;0,00;277,50
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE DEZEMBRO DE 2017 - PA SEI 0006149-65.2017.6.07.8100. DEDUCOES.  BANCO POUPEX FIN IMOB.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;1.556,36;;;;;;;;;0,00;1.556,36
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE DEZEMBRO DE 2017 - PA SEI 0006149-65.2017.6.07.8100. DEDUCOES.  BANCO SANTANDER.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;14.502,15;;;;;;;;;0,00;14.502,15
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE DEZEMBRO DE 2017 - PA SEI 0006149-65.2017.6.07.8100. DEDUCOES.  DEDUCOES BANCO CEF.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;68.839,91;;;;;;;;;0,00;68.839,91
14107;TRIBUNAL REGIONAL ELEITORAL DO DIST. FEDERAL;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;02122057020TP0053;20TP;ATIVOS CIVIS DA UNIAO;0000;ATIVOS CIVIS DA UNIAO;084774;FOL SERVID;PESSOAL - FOLHA DE SERVIDORES;0100;RECURSOS ORDINARIOS;1;ORCAMENTO FISCAL;3;DESPESAS CORRENTES;1;PESSOAL E ENCARGOS SOCIAIS;11;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;319011;VENCIMENTOS E VANTAGENS FIXAS - PESSOAL CIVIL;31901101;VENCIMENTOS E SALARIOS;5;GLOBAL;08;NAO SE APLICA;-8;02/01/2017;JAN/2017;2017;070025000012017NE000001;PESSOAL ATIVO;FOLHA DE PAGAMENTO DE SERVIDORES ATIVOS REFERENTE AO MES DE DEZEMBRO DE 2017 - PA SEI 0006149-65.2017.6.07.8100. DEDUCOES.  DEDUCOES BANCO CRUZEIRO DO SUL.;070025;TRIBUNAL REGIONAL ELEITORAL DO D. FEDERAL;0,00;0,00;;19.697,35;;;;;;;;;0,00;19.697,35
